,id,id_str,full_text,source,source_url,retweet_count,favorite_count,lang,full_text_lemmatiz,sentiment,polarity,sentiment_analysis
45,1466385386968690689,1466385386968690689,extraordinary hear dr david spiegelhalter say rtoday governments libertarian approach ie lifting c…,Twitter for iPhone,http://twitter.com/download/iphone,358,0,en,"['extraordinary', 'hear', 'dr', 'david', 'spiegelhalter', 'say', 'rtoday', 'government', 'libertarian', 'approach', 'ie', 'lifting', 'c…']",1.0,0.3333333333333333,POSITIVE
46,1466385383420162053,1466385383420162053,malaysia thu dec covid update live update cases cities amp areas …,Twitter for Android,http://twitter.com/download/android,11,0,en,"['malaysia', 'thu', 'dec', 'covid', 'update', 'live', 'update', 'case', 'city', 'amp', 'area', '…']",0.5,0.13636363636363635,POSITIVE
47,1466385381084041234,1466385381084041234,ever think realised austerity would cause much death dwp cuts cuts meant record breaking backlog eve…,Twitter for Android,http://twitter.com/download/android,4,0,en,"['ever', 'think', 'realised', 'austerity', 'would', 'cause', 'much', 'death', 'dwp', 'cut', 'cut', 'meant', 'record', 'breaking', 'backlog', 'eve…']",0.2,0.2,POSITIVE
48,1466385380387741697,1466385380387741697,private insurance able get reimbursed home rapid tests… another reason universalhealthcare covid rapidtesting,Twitter for iPhone,http://twitter.com/download/iphone,0,0,en,"['private', 'insurance', 'able', 'get', 'reimbursed', 'home', 'rapid', 'tests…', 'another', 'reason', 'universalhealthcare', 'covid', 'rapidtesting']",0.5,0.25,POSITIVE
49,1466385379951407111,1466385379951407111,omicron variant shows need rapid covid tests news covid covid omicron,Twitter for Android,http://twitter.com/download/android,0,0,en,"['omicron', 'variant', 'show', 'need', 'rapid', 'covid', 'test', 'news', 'covid', 'covid', 'omicron']",0.0,0.0,ZERO
50,1466385379330650116,1466385379330650116,india marches ahead another milestone fight covid indiafightscorona,Twitter for Android,http://twitter.com/download/android,153,0,en,"['india', 'march', 'ahead', 'another', 'milestone', 'fight', 'covid', 'indiafightscorona']",0.0,0.0,ZERO
51,1466385375887343616,1466385375887343616,bc thank excellent livetweet thread bc’s th briefing explain clearly…,Twitter for Android,http://twitter.com/download/android,24,0,en,"['bc', 'thank', 'excellent', 'livetweet', 'thread', 'bc’s', 'th', 'briefing', 'explain', 'clearly…']",1.0,1.0,POSITIVE
52,1466385369574756361,1466385369574756361,children getting vaccinated probably weak link fighting covid delayed vaccination f…,Twitter for Android,http://twitter.com/download/android,28,0,en,"['child', 'getting', 'vaccinated', 'probably', 'weak', 'link', 'fighting', 'covid', 'delayed', 'vaccination', 'f…']",0.625,-0.375,NEGATIVE
53,1466385367934849024,1466385367934849024,official happening opening africanecon new amp innovative ways finance africa’s postcovid development …,Twitter for Android,http://twitter.com/download/android,2,0,en,"['official', 'happening', 'opening', 'africanecon', 'new', 'amp', 'innovative', 'way', 'finance', 'africa’s', 'postcovid', 'development', '…']",0.7272727272727273,0.3181818181818182,POSITIVE
54,1466385364092809219,1466385364092809219,social amp cultural events conferences seminars academic events etc educational institutions may postponed f…,Twitter for iPhone,http://twitter.com/download/iphone,51,0,en,"['social', 'amp', 'cultural', 'event', 'conference', 'seminar', 'academic', 'event', 'etc', 'educational', 'institution', 'may', 'postponed', 'f…']",0.10416666666666667,0.09583333333333333,POSITIVE
55,1466385361391792131,1466385361391792131,covid shone light many flaws global system protect people pandemics vulnerable peop…,Twitter for iPhone,http://twitter.com/download/iphone,28,0,en,"['covid', 'shone', 'light', 'many', 'flaw', 'global', 'system', 'protect', 'people', 'pandemic', 'vulnerable', 'peop…']",0.425,0.1,POSITIVE
56,1466385360620036103,1466385360620036103,per protocols primary secondary contacts traced tested told press briefing india covid omicronvariant kuwaittimes kuwaitnews kuwait,Twitter Web App,https://mobile.twitter.com,0,0,en,"['per', 'protocol', 'primary', 'secondary', 'contact', 'traced', 'tested', 'told', 'press', 'briefing', 'india', 'covid', 'omicronvariant', 'kuwaittimes', 'kuwaitnews', 'kuwait']",0.4,0.05000000000000002,POSITIVE
57,1466385359756042249,1466385359756042249,wales mark drakeford shows contempt feels serves “let’s hope one bright enough ask i…,Twitter for iPhone,http://twitter.com/download/iphone,663,0,en,"['wale', 'mark', 'drakeford', 'show', 'contempt', 'feel', 'serf', '“let’s', 'hope', 'one', 'bright', 'enough', 'ask', 'i…']",0.6499999999999999,0.35000000000000003,POSITIVE
58,1466385356983455746,1466385356983455746,cases omicron variant reported country far cases karnataka lav agarwal joint secretary union he…,Twitter for Android,http://twitter.com/download/android,3,0,en,"['case', 'omicron', 'variant', 'reported', 'country', 'far', 'case', 'karnataka', 'lav', 'agarwal', 'joint', 'secretary', 'union', 'he…']",1.0,0.1,POSITIVE
59,1466385355821645832,1466385355821645832,akhanda releasing tomorrow first biggie tollywood covid nd wave best natasimham nandamuribal…,Twitter for Android,http://twitter.com/download/android,1220,0,en,"['akhanda', 'releasing', 'tomorrow', 'first', 'biggie', 'tollywood', 'covid', 'nd', 'wave', 'best', 'natasimham', 'nandamuribal…']",0.31666666666666665,0.625,POSITIVE
60,1466385337702309891,1466385337702309891,dr professor epidemiology university toronto calls bcs policy covid exposures postsecond…,Twitter for Android,http://twitter.com/download/android,60,0,en,"['dr', 'professor', 'epidemiology', 'university', 'toronto', 'call', 'bcs', 'policy', 'covid', 'exposure', 'postsecond…']",0.0,0.0,ZERO
61,1466385333793300481,1466385333793300481,worldaidsday prince harry joining who’s call health vaccinequity end two pandemics hiv covid end in…,Twitter for Android,http://twitter.com/download/android,360,0,en,"['worldaidsday', 'prince', 'harry', 'joining', 'who’s', 'call', 'health', 'vaccinequity', 'end', 'two', 'pandemic', 'hiv', 'covid', 'end', 'in…']",0.0,0.0,ZERO
62,1466385333075931141,1466385333075931141,covidvariantalert amid omicron threat government india issues new travel guidelines international flyers omicro…,Twitter for Android,http://twitter.com/download/android,13,0,en,"['covidvariantalert', 'amid', 'omicron', 'threat', 'government', 'india', 'issue', 'new', 'travel', 'guideline', 'international', 'flyer', 'omicro…']",0.22727272727272727,0.06818181818181818,POSITIVE
63,1466385327573057536,1466385327573057536,ahlawat whatsapp post made thinking covid omicronvarient omicron omikron vaccinated vaccinatieplicht vaccines…,Twitter Web App,https://mobile.twitter.com,4,0,en,"['ahlawat', 'whatsapp', 'post', 'made', 'thinking', 'covid', 'omicronvarient', 'omicron', 'omikron', 'vaccinated', 'vaccinatieplicht', 'vaccines…']",0.0,0.0,ZERO
64,1466385314671435782,1466385314671435782,early data indicates omicron variant similar delta terms transmissibility perhaps even less contagious so…,Twitter for Android,http://twitter.com/download/android,41,0,en,"['early', 'data', 'indicates', 'omicron', 'variant', 'similar', 'delta', 'term', 'transmissibility', 'perhaps', 'even', 'le', 'contagious', 'so…']",0.25555555555555554,-0.022222222222222216,NEGATIVE
65,1466385312758870027,1466385312758870027,considering certain initiatives restrict spread virus japan…,Twitter Web App,https://mobile.twitter.com,0,0,en,"['considering', 'certain', 'initiative', 'restrict', 'spread', 'virus', 'japan…']",0.5714285714285714,0.21428571428571427,POSITIVE
66,1466385312305664001,1466385312305664001,living glass house never throw stone rahul know didi upset non s…,Twitter for Android,http://twitter.com/download/android,63,0,en,"['living', 'glass', 'house', 'never', 'throw', 'stone', 'rahul', 'know', 'didi', 'upset', 'non', 's…']",0.0,0.0,ZERO
67,1466385312192479238,1466385312192479238,news st maintenance battalion st army suppocommand deployed army volunteers help farmers harvest crops…,Twitter for Android,http://twitter.com/download/android,758,0,en,"['news', 'st', 'maintenance', 'battalion', 'st', 'army', 'suppocommand', 'deployed', 'army', 'volunteer', 'help', 'farmer', 'harvest', 'crops…']",0.0,0.0,ZERO
68,1466385311798288388,1466385311798288388,revealed fully vaccinated patients show mild symptoms omicron infection botswana — nonvaccinated show symptom…,Twitter for Android,http://twitter.com/download/android,75,0,en,"['revealed', 'fully', 'vaccinated', 'patient', 'show', 'mild', 'symptom', 'omicron', 'infection', 'botswana', '—', 'nonvaccinated', 'show', 'symptom…']",0.5,0.3333333333333333,POSITIVE
69,1466385311617929219,1466385311617929219,shocking repoclaims kashmiri children lost parents covid sale indian markets,Twitter for Android,http://twitter.com/download/android,398,0,en,"['shocking', 'repoclaims', 'kashmiri', 'child', 'lost', 'parent', 'covid', 'sale', 'indian', 'market']",1.0,-1.0,NEGATIVE
70,1466385302373777415,1466385302373777415,direct relief’s us community health center free amp charitable clinic partners end december use…,Twitter for iPhone,http://twitter.com/download/iphone,1,0,en,"['direct', 'relief’s', 'u', 'community', 'health', 'center', 'free', 'amp', 'charitable', 'clinic', 'partner', 'end', 'december', 'use…']",0.525,0.25,POSITIVE
71,1466385300545024002,1466385300545024002,would vaccine cause damage hearts young people injures hearts older adults as…,Twitter for Android,http://twitter.com/download/android,1,0,en,"['would', 'vaccine', 'cause', 'damage', 'heart', 'young', 'people', 'injures', 'heart', 'older', 'adult', 'as…']",0.3666666666666667,0.13333333333333333,POSITIVE
72,1466385298095493120,1466385298095493120,campaign also focus directing ghanaians various vaccination centers watch interactive video learn covid vaccines share protect loved ones getvaccinatednow,Twitter for Android,http://twitter.com/download/android,0,0,en,"['campaign', 'also', 'focus', 'directing', 'ghanaians', 'various', 'vaccination', 'center', 'watch', 'interactive', 'video', 'learn', 'covid', 'vaccine', 'share', 'protect', 'loved', 'one', 'getvaccinatednow']",0.65,0.35,POSITIVE
73,1466385297994706946,1466385297994706946,justin high risk air passengers undergo rtpcr test arrival maharashtragovernment …,Twitter Web App,https://mobile.twitter.com,1,0,en,"['justin', 'high', 'risk', 'air', 'passenger', 'undergo', 'rtpcr', 'test', 'arrival', 'maharashtragovernment', '…']",0.5399999999999999,0.16,POSITIVE
74,1466385294253387776,1466385294253387776,सबका साथ सबका प्रयास yet another proud moment every indian nation hits crore vaccination mark as…,Twitter Web App,https://mobile.twitter.com,42,0,en,"['सबका', 'साथ', 'सबका', 'प्रयास', 'yet', 'another', 'proud', 'moment', 'every', 'indian', 'nation', 'hit', 'crore', 'vaccination', 'mark', 'as…']",1.0,0.8,POSITIVE
75,1466385293649453065,1466385293649453065,left virus alone would major countries reopened normal precovid life based herd immunity naturally occurring one wants shut big pharma cash making process,Twitter Web App,https://mobile.twitter.com,0,0,en,"['left', 'virus', 'alone', 'would', 'major', 'country', 'reopened', 'normal', 'precovid', 'life', 'based', 'herd', 'immunity', 'naturally', 'occurring', 'one', 'want', 'shut', 'big', 'pharma', 'cash', 'making', 'process']",0.2916666666666667,0.08541666666666665,POSITIVE
76,1466385292672176130,1466385292672176130,women country setting new benchmarks proving mettle every sphere matilda kullu asha worker fr…,Twitter for Android,http://twitter.com/download/android,93,0,en,"['woman', 'country', 'setting', 'new', 'benchmark', 'proving', 'mettle', 'every', 'sphere', 'matilda', 'kullu', 'asha', 'worker', 'fr…']",0.45454545454545453,0.13636363636363635,POSITIVE
77,1466385285202206725,1466385285202206725,hiv victories aids lessons covid worldaidsday worldaidsday …,Twitter for iPhone,http://twitter.com/download/iphone,1,0,en,"['hiv', 'victory', 'aid', 'lesson', 'covid', 'worldaidsday', 'worldaidsday', '…']",0.0,0.0,ZERO
78,1466385284107407368,1466385284107407368,yet another proud moment entire country march ahead another milestone fight covid…,Twitter for Android,http://twitter.com/download/android,17,0,en,"['yet', 'another', 'proud', 'moment', 'entire', 'country', 'march', 'ahead', 'another', 'milestone', 'fight', 'covid…']",0.8125,0.4,POSITIVE
79,1466385283306377219,1466385283306377219,countries need scale enhance efforts delta benefit omicron whatever way voc u…,Twitter for iPhone,http://twitter.com/download/iphone,31,0,en,"['country', 'need', 'scale', 'enhance', 'effort', 'delta', 'benefit', 'omicron', 'whatever', 'way', 'voc', 'u…']",0.0,0.0,ZERO
80,1466385277098901504,1466385277098901504,“ontario expand eligibility covid boosters adults older amid rising case counts” reasonable plan…,Twitter for iPad,http://twitter.com/#!/download/ipad,131,0,en,"['“ontario', 'expand', 'eligibility', 'covid', 'booster', 'adult', 'older', 'amid', 'rising', 'case', 'counts”', 'reasonable', 'plan…']",0.4666666666666667,0.18333333333333335,POSITIVE
